ResearchInstitution,GrantCount,TotalFunding,index,Institute,InstituteCountry,InstituteNumber,City,Latitude,Longitude
University of Basel - BS,5580,1991167364.0,1141,Departement Forschung Universitätsspital Basel,Switzerland,I1142,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1218,Abt. öff. Gesundheitswesen und Epidemiologie Schweizerisches Tropen- und Public Health-Institut,Switzerland,I1219,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1219,Department of Epidemiology and Public Health Swiss Tropical and Public Health Institute,Switzerland,I1220,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1244,Praxis und Hormonlabor,Switzerland,I1245,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1249,Psychiatrische Klinik Universitäre Psychiatrische Kliniken UPK,Switzerland,I1250,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1288,Zentrum für Jüdische Studien Universität Basel,Switzerland,I1289,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1303,Forschungsgruppe Humangenetik Zentrum für Biomedizin DKBW UKBB Universität Basel,Switzerland,I1304,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1310,Fachbereich Ägyptologie Departement Altertumswissenschaften Universität Basel,Switzerland,I1311,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1311,Departement Altertumswissenschaften Universität Basel,Switzerland,I1312,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1329,Universitäts-Kinderspital beider Basel UKBB,Switzerland,I1330,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1341,Abteilung für Pneumologie Medizinische Universitätsklinik A Universitätsspital Basel,Switzerland,I1342,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1375,Gynäkologie und Geburtshilfe Universitätsklinik Basel,Switzerland,I1376,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1393,M.E. Müller-Inst. Mikroskop & Strukturbiol. Biozentrum Universität Basel,Switzerland,I1394,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1402,Kantonsspital Bruderholz,Switzerland,I1403,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1426,Fachbereich Systematische Theologie/Ethik Theologische Fakultät Universität Basel,Switzerland,I1427,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1456,Asien und Europa Asien-Orient-Institut Universität Zürich,Switzerland,I1457,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1473,Psychiatrische Universitätspoliklinik Allg. Psychiatrie ambulant c/o Universitätsspital Basel,Switzerland,I1474,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1489,Biozentrum der Universität Basel,Switzerland,I1490,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1498,Institut für Soziologie Universität Basel,Switzerland,I1499,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1534,Verlag Peter Lang AG Europäischer Verlag der Wissensch.,Switzerland,I1535,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1535,Abteilung Biochemie Biozentrum Universität Basel,Switzerland,I1536,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1552,UniBE International Universität Bern,Switzerland,I1553,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1574,Departement Philosophie & Medienwissenschaft Philosophisches Seminar Universität Basel,Switzerland,I1575,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1582,Deutsches Seminar Universität Zürich,Switzerland,I1583,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1592,Klinik für Transplantationsimmunologie und Nephrologie Universitätsspital,Switzerland,I1593,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1601,Medizinisches Centrum,Switzerland,I1602,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1625,Klinik für Infektiologie Bereich Innere Medizin Universitätsspital Basel,Switzerland,I1626,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1628,Abteilung Mikrobiologie Biozentrum Universität Basel,Switzerland,I1629,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1644,Analytische Chemie Departement Chemie Universität Basel,Switzerland,I1645,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1667,Neurophysiologie Department Biomedizin Universität Basel,Switzerland,I1668,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1670,Departement Neurochirurgie Neurochirurgische Klinik Universitätsspital Basel,Switzerland,I1671,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1679,Universitätsklinik und Poliklinik für Psychiatrie,Switzerland,I1680,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1682,Digital Humanities Lab Philosophisch-Historische Fakultät Universität Basel,Switzerland,I1683,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1718,Institut Forschung und Entwicklung Pädagogische Hochschule Fachhochschule Nordwestschweiz FHNW,Switzerland,I1719,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1739,UNI: Universität Basel Frey-Grynaeisches Ins titut  Basel CH,Switzerland,I1740,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1750,Departement Anästhesie Universitätsspital Basel,Switzerland,I1751,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1760,"Meteorologie, Klimatologie und Fernerkundung Departement Umweltwissenschaften Universität Basel",Switzerland,I1761,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1806,Medizinische Universitätsklinik Kantonsspital Bruderholz,Switzerland,I1807,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1819,Seminar für Kulturwissenschaft und Europäische Ethnologie Universität Basel,Switzerland,I1820,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1849,Institut Sekundarstufe I/II und Pädigogik Pädagogische Hochschule Fachhochschule Nordwestschweiz,Switzerland,I1850,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1870,Institut für Chirurgische Forschung und Spitalmanagement Universitätsspital Basel,Switzerland,I1871,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1877,Institut für Immunologie Pharmazentrum Basel,Switzerland,I1878,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1880,Zoologisches Institut Universität Basel,Switzerland,I1881,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1886,Neurologische Klinik und Poliklinik Universitätsspital Basel,Switzerland,I1887,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1904,Neurologisch-Neurochirurgische Poliklinik Universitätsspital Basel,Switzerland,I1905,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1934,Swiss Peace Foundation - swisspeace,Switzerland,I1935,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1947,Arbeitsstelle für Ethik in Biowissenschaften Universität Basel,Switzerland,I1948,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1985,Hämatologielabor Dept. Zentrallaboratorium Kantonsspital Basel,Switzerland,I1986,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,1999,Institut für Physiologie der Universität Basel Vesalianum,Switzerland,I2000,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2015,Theologisches Seminar Universität Basel,Switzerland,I2016,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2040,Pädiatrische Immunologie Dept. Klinisch-Biologische Wissenschaften Universität Basel,Switzerland,I2041,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2050,Institut für Medizinische Mikrobiologie Universität Basel,Switzerland,I2051,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2058,Slavisches Seminar Universität Basel,Switzerland,I2059,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2103,Department of English Basel University,Switzerland,I2104,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2118,Kognitive Neurowissenschaften Universität Basel,Switzerland,I2119,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2127,Klassische Archäologie Departement Altertumswissenschaften Universität Basel,Switzerland,I2128,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2148,Wirtschaftswissenschaftliche Fakultät Universität Basel,Switzerland,I2149,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2150,Klinische Pharmakologie und Toxikologie Universitätsspital Basel,Switzerland,I2151,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2155,Seminar für Italianistik Philosophisch-Historische Fakultät Universität Basel,Switzerland,I2156,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2175,Universitäre Psychiatrische Kliniken Basel  Universität Basel,Switzerland,I2176,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2201,Institut für Sozial- und Präventivmedizin Universität Basel Swiss TPH,Switzerland,I2202,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2211,"Service de chirurgie orthopédique des hôpitaux de la ville de Neuchâtel, Hôpital Pourtalès",Switzerland,I2212,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2264,Orthopädische Klinik Felix Platter-Spital,Switzerland,I2265,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2278,UNI: Universität Basel Geographisches Instit ut  Basel CH,Switzerland,I2279,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2287,Medicines Implementation Research Unit Department of Medicine Swiss Tropical and Public Health Insitute,Switzerland,I2288,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2307,Abteilung für pharmazeutische Technologie Departement Pharmazie Universität Basel,Switzerland,I2308,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2336,Departement Biomedical Engineering Universität Basel,Switzerland,I2337,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2348,Hals-Nasen-Ohrenklinik Kantonsspital Basel,Switzerland,I2349,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2353,Theologische Fakultät Universität Basel,Switzerland,I2354,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2356,Universitätsbibliothek Basel Pressestelle,Switzerland,I2357,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2364,UNI: Universität Basel Seminar für Klassisch e Philologie  Basel CH,Switzerland,I2365,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2379,Institute of Environmental Geosciences Department Geosciences University of Basel,Switzerland,I2380,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2387,Chirurgische Universitätsklinik Kantonsspital,Switzerland,I2388,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2418,Institut für Volkswirtschaft WWZ / FGS Universität Basel,Switzerland,I2419,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2487,Abteilung Neuropathologie Institut für Pathologie Universitätsspital Basel,Switzerland,I2488,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2495,Kantonsspital Basel Universitätskliniken Medizinische Klinik 1,Switzerland,I2496,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2535,Institut für Prähistorische und Naturwissenschaftliche Archäologie (IPNA) Universität Basel,Switzerland,I2536,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2544,Institut für klinische Epidemiologie Universitätsspital Basel,Switzerland,I2545,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2602,Medizinische Universitätspoliklinik Universitätsspital Basel,Switzerland,I2603,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2616,Abteilung Wirtschaft und Politik Wirtschaftswissenschaftliche Fakultät (WWZ) Universität Basel,Switzerland,I2617,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2640,Institute of Molecular and Clinical Ophthalmology Basel (IOB) University of Basel,Switzerland,I2641,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2688,Abteilung Endokrinologie Universitätsspital Basel,Switzerland,I2689,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2695,Abteilung für Transplantationsimmunologie und Nephrologie Universitätsspital Basel,Switzerland,I2696,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2724,Nationales Zentrum für Lebensmittelvergiftungen Universität Bern,Switzerland,I2725,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2734,Naturhistorisches Museum Basel,Switzerland,I2735,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2747,Zentrum für Biomedizin Dept. Klinisch-Biologische Wissenschaften Universität Basel,Switzerland,I2748,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2776,Institut für Integrative Biologie Departement Umweltsystemwissenschaften ETH Zürich,Switzerland,I2777,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2780,Abt. für Zell- und Molekularpathologie Departement für Pathologie Universität Zürich,Switzerland,I2781,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2781,Pädagogische Hochschule Fachhochschule Nordwestschweiz,Switzerland,I2782,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2813,Labor für Experimentelle Immunologie Departement Biomedizin Universitätsspital Basel,Switzerland,I2814,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2815,Division de Gastroentérologie Policlinique Médicale Universitaire Centre Hospitalier Universitaire Vaudois,Switzerland,I2816,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2826,Medizinische Genetik Universitätsspital Basel,Switzerland,I2827,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2869,Augenklinik Inst. of Mol. and Clin. Opht. Basel (IOB) University of Basel,Switzerland,I2870,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2877,Geoökologie Departement Umweltwissenschaften Universität Basel,Switzerland,I2878,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2911,Malaria Host Interactions Unit Swiss Tropical and Public Health Institute University of Basel,Switzerland,I2912,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2923,Departement Forschung Kantonsspital Basel,Switzerland,I2924,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,2961,Institut für Bio- und Medizinethik (IBMB) Universität Basel,Switzerland,I2962,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3000,Departement Mathematik und Informatik Universität Basel,Switzerland,I3001,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3005,Klinische Psychologie und Psychotherapie Fakultät für Psychologie Universität Basel,Switzerland,I3006,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3017,Institut für Umweltgeowissenschaften Universität Basel,Switzerland,I3018,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3024,Klinik Innere Medizin Universitätsspital Basel,Switzerland,I3025,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3032,Evolutionsbiologie Zoologisches Institut Universität Basel,Switzerland,I3033,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3042,Stoffwechselabteilung Universitäts-Kinderspital beider Basel,Switzerland,I3043,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3053,Französisches Seminar Philosophisch-Historische Fakultät Universität Basel,Switzerland,I3054,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3073,Laboratoire d'Immunopathologie du Sida Service d'Immunologie et d'Allergie Hôpital de Beaumont,Switzerland,I3074,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3145,"Klinik und Poliklinik für Kardiologie Departement Herz und Gefässe Universitätsklinik, Inselspital",Switzerland,I3146,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3147,Institut für Bio- und Medizinethik Universität Basel,Switzerland,I3148,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3155,Departement Pharmazeutische Wissenschaften Universität Basel,Switzerland,I3156,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3201,Frauenklinik Universitätsspital Basel,Switzerland,I3202,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3202,Abteilung Radiologische Chemie Departement für Medizinische Radiologie Universitätsspital Basel,Switzerland,I3203,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3297,Pflegewissenschaft - Nursing Science (INS) Department Public Health Universität Basel,Switzerland,I3298,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3345,Abt. für Gastroenterologie und Hepatologie Universitätsspital Basel,Switzerland,I3346,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3471,Seminar für Iberoromanistik Departement Sprach-/Literaturwissenschaften Universität Basel,Switzerland,I3472,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3524,Département de Chimie Université de Fribourg,Switzerland,I3525,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3547,Radiologische Physik Departement Radiologie Universitätsspital Basel,Switzerland,I3548,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3562,Institut 'Kulturen der Alpen',Switzerland,I3563,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3618,Christkath. u. Evangelisch-Theol. Fakultät Institut für historische Theologie Universität Bern,Switzerland,I3619,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3665,Abteilung für Bioinformatik Biozentrum der Universität Basel,Switzerland,I3666,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3674,Departement Forschung und Neurologie Universitätsspital/Pharmazentrum,Switzerland,I3675,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3701,Institut für Medienwissenschaften der Universität Basel,Switzerland,I3702,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3704,Biozentrum Universität Basel,Switzerland,I3705,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3708,Institut für Betriebswirtschaft Universität Basel,Switzerland,I3709,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3718,Kinder- und Jugendpsychiatrische Klinik Universitäre Psychiatrische Kliniken UPK,Switzerland,I3719,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3750,"Departement Sport, Bewegung und Gesundheit Universität Basel",Switzerland,I3751,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3763,Institut des sciences et ingénierie chimiques EPFL - SB - ISIC,Switzerland,I3764,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3772,Medizinische Universitätsklinik Kantonsspital Bruderholz Universität Basel,Switzerland,I3773,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3790,Abteilung Entwicklungsgenetik Departement Biomedizin Universität Basel,Switzerland,I3791,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3801,Abteilung für Kardiologie Universitätsspital Basel,Switzerland,I3802,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3848,Gene Regulation Lab Medical Parasitology and Infection Biology Swiss Tropical Institute,Switzerland,I3849,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3864,Dermatologische Klinik Universitätsspital Basel,Switzerland,I3865,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3908,C-CINA Biozentrum Universität Basel,Switzerland,I3909,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3917,Abteilung Neuro- und Entwicklungspädiatrie Universitäts Kinderspital beider Basel,Switzerland,I3918,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3935,Abteilung kognitive Neurowissenschaften Institut für Psychologie Universität Basel,Switzerland,I3936,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3941,Abteilung für Orthopädie und Traumatologie Universitätsspital Basel,Switzerland,I3942,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3950,Anatomisches Institut Universität Basel,Switzerland,I3951,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3958,Swiss Tropical and Public Health Institute Medical Services and Diagnostic Universität Basel,Switzerland,I3959,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,3975,Laboratory of Cancer Immunology Department of Biomedicine University of Basel,Switzerland,I3976,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4003,Zentrum Gender Studies  Universität Basel,Switzerland,I4004,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4006,Departement of Biomedical Engineering Universität Basel,Switzerland,I4007,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4015,Pulmonary Cell Research Biomedicine Univeristy Hospital Basel,Switzerland,I4016,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4020,Anästhesie-Labor Departement Anesthesie und Biomedizin Kantonsspital Basel,Switzerland,I4021,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4071,Geographisches Institut Universität Basel,Switzerland,I4072,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4074,Biomolekulare Tumordiagnostik Universitätsspital Basel,Switzerland,I4075,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4086,Institut d'études françaises et francophones Université de Bâle,Switzerland,I4087,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4102,Klassische Archäologie Departement Altertumswissenschaft Universität Basel,Switzerland,I4103,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4111,Europainstitut Universität Basel,Switzerland,I4112,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4145,Kinderspital Basel Traumatologische Abteilung,Switzerland,I4146,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4204,Cell migration and neuritogenesis Department Biomedizin Universität Basel,Switzerland,I4205,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4248,Seminar für Medienwissenschaft Universität Basel,Switzerland,I4249,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4263,UNI: Universität Basel Historisches Seminar Basel CH,Switzerland,I4264,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4317,Abteilung Neurobiologie Departement Forschung Universitätsspital Basel,Switzerland,I4318,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4326,Institut für Prähistorische und Naturwissen- schaftliche Archäologie Universität Basel,Switzerland,I4327,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4353,Klinik für Intensivmedizin Universitätsspital Basel,Switzerland,I4354,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4367,Chirurgische Klinik St. Claraspital,Switzerland,I4368,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4375,Departement Forschung Klinik für Infektiologie Universitätsspital Basel,Switzerland,I4376,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4440,Basler Institut für Immunologie,Switzerland,I4441,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4491,Zentrum für Lehre und Forschung Molekulare Endokrinologie,Switzerland,I4492,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4637,Abteilung für Nordische Philologie Universität Basel,Switzerland,I4638,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4673,Hochschule Luzern - Musik,Switzerland,I4674,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4700,Bereich Medizin Kantonsspital Aarau AG,Switzerland,I4701,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4711,Abteilung für Infektiologie + Spitalhygiene Universitätsspital Basel,Switzerland,I4712,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4752,Departement Geschichte Philosophisch-Historische Fakultät Universität Basel,Switzerland,I4753,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4817,Departement Umweltwissenschaften Universität Basel,Switzerland,I4818,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4852,Urban Studies Department of Social Sciences University of Basel,Switzerland,I4853,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4857,Labor für Pränatale Medizin Frauenklinik Universität Basel,Switzerland,I4858,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4906,Historisches Seminar Universität Luzern,Switzerland,I4907,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4930,UNI: Universität Basel Geologisch-Paläontolo gisches Institut  Basel CH,Switzerland,I4931,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,4949,Abteilung für Allgemeine Innere Medizin Medizinische Universitätsklinik B Universitätsspital Basel,Switzerland,I4950,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5021,Appellationsgericht Basel-Stadt,Switzerland,I5022,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5062,Romanisches Seminar Iberoromanische Abteilung Universität Basel,Switzerland,I5063,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5077,Klinik für Präventivzahnmedizin und orale Mikrobiologie,Switzerland,I5078,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5111,Fakultät für Psychologie  Universität Basel,Switzerland,I5112,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5112,Fachbereich Aussereuropäisches Christentum Theologischen Fakultät Universität Basel,Switzerland,I5113,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5125,Medizinische Fakultät Depart. für Klinisch-Biologische Forschung Universität Basel,Switzerland,I5126,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5131,Departement Forschung der Universitätskliniken Kantonsspital,Switzerland,I5132,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5153,Zentrum für Lehre und Forschung Kantonsspital Basel Onkologie,Switzerland,I5154,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5198,Biogeographie Departement Umweltwissenschaften Universität Basel,Switzerland,I5199,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5216,Gruppe Nano-Optik Institut für Physik Universität Basel,Switzerland,I5217,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5226,Abteilung für Angiologie Medizinische Universitätsklinik A Universitätsspital Basel,Switzerland,I5227,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5237,F. Hoffmann-La Roche AG PDRD,Switzerland,I5238,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5244,Klinische Psychologie und Psychotherapie  Universität Bern,Switzerland,I5245,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5250,Zentrum für Afrikastudien Basel (ZASB) Universität Basel,Switzerland,I5251,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5260,Schweizerischer Nationalfonds zur Förderung der wissenschaftlichen Forschung,Switzerland,I5261,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5276,Programm für Wissenschaftsforschung Universität Basel,Switzerland,I5277,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5302,"Labor Pneumologie, Zentrum für Lehre und Forschung",Switzerland,I5303,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5324,Institut für internationales Recht und Internationale Beziehungen,Switzerland,I5325,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5330,Universität Basel,Switzerland,I5331,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5339,St. Claraspital Intern-medizinische Abteilung,Switzerland,I5340,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5375,Gräzistik Departement Altertumswissenschaften Universität Basel,Switzerland,I5376,Basel,47.5596,7.5886
