ResearchInstitution,GrantCount,TotalFunding,index,Institute,InstituteCountry,InstituteNumber,City,Latitude,Longitude
University of Lucerne - LU,337,73434543.0,2398,Zentrum für Jüdische Studien Universität Basel,Switzerland,I2399,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,2872,Institut für Unternehmensrecht Universität Luzern,Switzerland,I2873,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,3044,Wirtschaftswissenschaftliche Fakultät Universität Luzern,Switzerland,I3045,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,3098,Soziologisches Seminar Kultur- und Sozialwissenschaftliche Fakultät Universität Luzern,Switzerland,I3099,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,3131,Hochschule für Wirtschaft Fachhochschule Nordwestschweiz,Switzerland,I3132,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,3802,Institut für Öffentliches Recht Rechtswissenschaftliche Fakultät Universität Luzern,Switzerland,I3803,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,3987,Universität Luzern,Switzerland,I3988,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,4359,Institut für Theaterwissenschaft Universität Bern,Switzerland,I4360,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,4466,Politikwissenschaftliches Seminar Kultur- und Sozialwissenschaftliche Fakultät Universität Luzern,Switzerland,I4467,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,4489,Seminar für Kulturwissenschaften und Wissenschaftsforschung Universität Luzern,Switzerland,I4490,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,4563,Dekanat der KSF Universität Luzern,Switzerland,I4564,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,4571,Historisches Seminar Kultur- und Sozialwissenschaftliche Fakultät Universität Luzern,Switzerland,I4572,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,5952,Seminar für Gesundheitswissenschaften und Gesundheitspolitik Universität Luzern,Switzerland,I5953,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,6193,Institut für Sozialethik (ISE) Universität Luzern,Switzerland,I6194,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,6583,Bürli AG Lokalzeitung 'Botschaft',Switzerland,I6584,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,6658,Professur für Kirchengeschichte Universität Luzern,Switzerland,I6659,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,7643,KOLT Universität Luzern,Switzerland,I7644,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,8102,Kulturwissenschaftliches Institut Kultur- und Sozialwissenschaftliche Fakultät Universität Luzern,Switzerland,I8103,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,8227,Edizioni Casgrande,Switzerland,I8228,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,8707,Institut für jüdisch-christliche Forschung IJCF Universität Luzern,Switzerland,I8708,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,8759,Politikwissenschaftliches Seminar Universität Luzern,Switzerland,I8760,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,8950,Ökonomisches Seminar Universität Luzern,Switzerland,I8951,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,9370,Zentrum für Demokratie Aarau ZDA Universität Zürich,Switzerland,I9371,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,9447,i-call Kommunikations- und Kulturrecht Rechtswissenschaftliche Fakultät,Switzerland,I9448,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,9661,Institut Vorschulstufe und Primarstufe Pädagogische Hochschule Bern,Switzerland,I9662,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,9889,Institut de Droit européen BENEFRI Université de Fribourg,Switzerland,I9890,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,9966,Kultur- und Sozialanthropologisches Seminar Kultur- und Sozialwissenschaftliche Fakultät Universität Luzern,Switzerland,I9967,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,9970,Center für Human Resource Management Wirtschaftswissenschaftliche Fakultät Universität Luzern,Switzerland,I9971,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,10347,Institut für Europarecht Universität Freiburg,Switzerland,I10348,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,10813,"TF/RF, interfakultäres Zentrum Center of Comparative Constitutiona Law+Rel Universität Luzern",Switzerland,I10814,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,11017,Institut für Politikwissenschaft Universität Bern,Switzerland,I11018,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,11428,Professur für Wissenschaftsforschung Kultur- und Sozialwissenschaftliche Fakultät Universität Luzern,Switzerland,I11429,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,12145,Fakultät III für Rechtswissenschaft der Universität Luzern,Switzerland,I12146,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,12242,Fakultät II für Rechtswissenschaften Universität Luzern,Switzerland,I12243,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,12390,Forschungskomitee Rechtssoziologie und Rechtswirklichkeitsforschung der Schweizer Gesellschaft für Soziologie,Switzerland,I12391,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,12649,Eidgenössische Hochschule für Berufsbildung,Switzerland,I12650,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,12713,Theologische Fakultät Luzern Seminar für Fundamentaltheologie,Switzerland,I12714,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,13888,Institute for Digital Technology Management Berner Fachhochschule,Switzerland,I13889,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,14712,Forschungsstelle für Sozial- und Wirtschaftsgeschichte Universität Zürich,Switzerland,I14713,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,15502,School of Humanities and Social Sciences Universität St. Gallen,Switzerland,I15503,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,15663,Institut für Unternehmensrecht Rechtswissenschaftliche Fakultät Universität Luzern,Switzerland,I15664,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,16835,Graduate School of Humanities and Social Sciences Universität Luzern,Switzerland,I16836,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,17731,Historisches Institut Universität Bern,Switzerland,I17732,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,17787,Departement Geschichte Universität Basel,Switzerland,I17788,Lucerne,47.0502,8.3093
University of Lucerne - LU,337,73434543.0,17788,Faculty of Economics & Management University of Lucerne,Switzerland,I17789,Lucerne,47.0502,8.3093
University of Zurich - ZH,8177,2804935840.3,14,Allgemeine und Entwicklungspsychologie Psychologisches Institut Universität Zürich,Switzerland,I15,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,18,Ausstellungen Zoologisches Museum der Universität Zürich,Switzerland,I19,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,19,Institut für Pflanzen- und Mikrobiologie Universität Zürich,Switzerland,I20,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,23,Zoologisches Institut Universität Zürich-Irchel,Switzerland,I24,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,52,Institut für Evolutionäre Medizin IEM Medizinische Fakultät Universität Zürich,Switzerland,I53,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,60,"Abteilung für Zoo-, Heim- und Wildtiere Vetsuisse-Fakultät Universität Zürich",Switzerland,I61,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,72,Musikwissenschaftliches Institut Universität Zürich,Switzerland,I73,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,88,Institut für Evolutionsbiologie und Umweltwissenschaften Universität Zürich,Switzerland,I89,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,93,Historisches Seminar Universität Zürich,Switzerland,I94,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,102,Mittellateinische Bibliothek Universität Zürich,Switzerland,I103,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,128,Psychologisches Institut Universität Zürich,Switzerland,I129,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,132,Zytogenetisches Diagnostik-& Forschungslabor Institut für Medizinische Genetik der Universität Zürich,Switzerland,I133,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,154,Institut für Chemie Universität Zürich,Switzerland,I155,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,162,GREEN Tox,Switzerland,I163,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,186,UNI: Universität Zürich Departement Patholog ie Institut für Neuropathologie Zürich CH,Switzerland,I187,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,207,Sozialpsychologie Psychologisches Institut Universität Zürich,Switzerland,I208,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,212,Physiologisches Institut Universität Zürich,Switzerland,I213,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,227,Institut Forschung und Entwicklung Pädagogische Hochschule Fachhochschule Nordwestschweiz,Switzerland,I228,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,232,UNI: Universität Zürich Lab. für organische Chemie  Zürich CH,Switzerland,I233,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,240,Institut für Molekulare Biologie Universität Zürich,Switzerland,I241,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,249,Institut für Theoretische Physik Universität Zürich,Switzerland,I250,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,278,Institut für Systematische Botanik und Botanischer Garten Universität Zürich,Switzerland,I279,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,282,Institut für Pharmakologie und Toxikologie Universität Zürich,Switzerland,I283,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,299,Institut für Mathematik Universität Zürich,Switzerland,I300,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,300,Abteilung Psychosomatik und Psychiatrie Universitäts-Kinderklinik Kinderspital Zürich,Switzerland,I301,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,318,Institut für Politikwissenschaft Universität Zürich,Switzerland,I319,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,323,Institut für Vergleichende Sprachwissenschaft Universität Zürich,Switzerland,I324,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,329,Biochemisches Institut Universität Zürich,Switzerland,I330,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,333,Institut für Informatik Universität Zürich,Switzerland,I334,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,351,Universitätsspital Zürich Hämatologie,Switzerland,I352,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,361,Psychologisches Institut Philosophische Fakultät Universität Zürich,Switzerland,I362,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,363,Universitäts-Kinderspital Zürich,Switzerland,I364,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,367,Dept. of Molecular Mechanisms of Disease University of Zurich,Switzerland,I368,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,368,Bereich Sonderpädagogik Institut für Erziehungswissenschaft Universität Zürich,Switzerland,I369,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,376,Experimentelle Elementarteilchenphysik Physik Institut Universität Zurich,Switzerland,I377,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,403,Verhaltensbiologie Zoologisches Institut Universität Zürich,Switzerland,I404,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,409,Institut für Biomedizinische Technik Universität Zürich und ETHZ,Switzerland,I410,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,415,Institut für Experimentelle Immunologie Universität Zürich,Switzerland,I416,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,416,Institut für Betriebswirtschaftslehre Universität Zürich,Switzerland,I417,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,441,Abt. Geographische Informationsanalyse (GIA) Geographisches Inst. Univ. Zürich,Switzerland,I442,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,442,Abt. Infektionskrankheiten und Spitalhygiene Universitätsspital Zürich,Switzerland,I443,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,448,Abteilung c2d Zentrum für Demokratie Aarau Universität Zürich,Switzerland,I449,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,471,Romanisches Seminar Universität Zürich,Switzerland,I472,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,497,Organisch-chemisches Institut Universität Zürich,Switzerland,I498,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,500,Labor für Molekularbiologie Departement für Pathologie Universitätsspital Zürich,Switzerland,I501,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,501,Forschungsbereich Klinische und Experimentelle Psychopathologie Psychiatrische Universitätsklinik Zürich,Switzerland,I502,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,513,Medizinhistorisches Institut Universität Zürich,Switzerland,I514,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,519,Soziologisches Institut Universität Zürich,Switzerland,I520,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,520,Geographisches Institut Universität Zürich,Switzerland,I521,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,540,Veterinärmedizinisches Labor Departement für Nutztiere Vetsuisse-Fakultät der Universität Zürich,Switzerland,I541,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,543,Medizinische Klinik Stadtspital Triemli,Switzerland,I544,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,546,Institut für Kommunikationswissenschaft und Medienforschung (IKMZ) Universität Zürich,Switzerland,I547,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,552,Institut für Sozialethik Ethik-Zentrum Universität Zürich,Switzerland,I553,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,553,Labor für Molekulare Radiobiologie Klinik für Radio-Onkologie UniversitätsSpital Zürich,Switzerland,I554,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,558,Urologische Klinik und Poliklinik Universitätsspital Zürich,Switzerland,I559,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,584,Institut für Empirische Wirtschaftsforschung Wirtschaftswissenschaftliche Fakultät Universität Zürich,Switzerland,I585,Zurich,47.3769,8.5417
University of Zurich - ZH,8177,2804935840.3,598,Psychophysiologielabor Klinik für Kons.psychiatrie u. Psychosomatik UniversitätsSpital Zürich,Switzerland,I599,Zurich,47.3769,8.5417
